,Unnamed: 0,X,Y,ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_TYPE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME,Surface Cond Desc,Atmosph Cond Desc,no_male_driver,no_female_driver,avg_age_male,avg_age_female,year
216,216,145.02772407081181,-37.523199725543,T20140025205,2014-12-05,6,No,Collision with a fixed object,Friday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Not at intersection,Fatal accident,100,Yes,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,1,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Metro,Dry,Clear,1,0,26.0,,2014
217,217,146.2650191443676,-38.1774203299903,T20140025217,2014-12-05,8,No,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,T intersection,Fatal accident,60,No,Non-Intersection,LATROBE,EASTERN REGION,2,2,1,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,0,1,,25.0,2014
218,218,143.7427295758634,-35.5333202885046,T20140026159,2014-12-17,8,No,Collision with vehicle,Wednesday,HEAD ON (NOT OVERTAKING),No,Day,Not at intersection,Fatal accident,100,No,Non-Intersection,GANNAWARRA,NORTHERN REGION,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,Arterial Highway,Arterial Highway,Undivided,Undiv,Country,Dry,Clear,2,0,47.0,,2014
219,219,144.95252988693701,-37.66705066592048,T20140025349,2014-12-07,9,Yes,Collision with a fixed object,Sunday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Not at intersection,Fatal accident,60,Yes,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Metro,Wet,Raining,0,1,,53.0,2014
220,220,145.22437851125554,-37.96520200041367,T20140025004,2014-12-03,1,Yes,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Dark Street lights on,T intersection,Fatal accident,80,No,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro,Dry,Clear,1,1,27.0,31.0,2014
221,221,144.77868942445153,-37.770873252592594,T20140025804,2014-12-13,1,Yes,Collision with vehicle,Saturday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Dark Street lights on,Not at intersection,Fatal accident,80,No,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,4,1,1,0,0,3,4,0,0,2,1,0,0,1,0,0,0,0,0,0,No,0,2,1,0,1,0,Arterial Other,Arterial Other,Divided,Div,Metro,Dry,Clear,2,0,35.0,,2014
222,222,146.10681328055486,-36.997159999043134,T20140025051,2014-12-03,10,No,Collision with vehicle,Wednesday,OTHER OVERTAKING MANOEUVRES NOT INCLUDED IN DCAs 150-154,No,Day,Not at intersection,Fatal accident,100,No,Non-Intersection,MANSFIELD,NORTH EASTERN REGION,3,1,1,0,0,2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,No,0,3,1,0,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,3,0,49.5,,2014
223,223,144.4190112710348,-37.360830143871226,T20140023144,2014-11-08,12,No,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Not at intersection,Fatal accident,100,Yes,Non-Intersection,HEPBURN,WESTERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,1,0,31.0,,2014
224,224,144.21200023462418,-36.88524463197593,T20140023145,2014-11-08,12,No,Collision with vehicle,Saturday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Cross intersection,Fatal accident,100,No,Intersection,BENDIGO,NORTHERN REGION,4,4,1,2,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,Arterial Highway,Arterial Highway,Divided,"Div,Undiv",Country,Dry,Clear,1,1,32.0,33.0,2014
225,225,145.2957582424411,-36.866797786449546,T20140021925,2014-10-23,15,No,Vehicle overturned (no collision),Thursday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,Not at intersection,Fatal accident,110,No,Non-Intersection,STRATHBOGIE,NORTH EASTERN REGION,7,7,1,5,1,0,2,5,0,5,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,Freeway,Freeway,Divided,Div,Country,Dry,Clear,1,1,42.0,46.0,2014
226,226,148.46866620060254,-37.706624494944364,T20140023259,2014-11-10,8,No,Collision with vehicle,Monday,RIGHT THROUGH,No,Day,Cross intersection,Fatal accident,100,No,Intersection,EAST GIPPSLAND,EASTERN REGION,3,3,1,1,1,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Freeway,"Freeway,Local Road",Undivided,Undiv,Country,Dry,Clear,1,1,64.0,34.0,2014
227,227,145.25442719745246,-37.79758723923162,T20140022041,2014-10-24,22,Yes,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,Not at intersection,Fatal accident,80,No,Non-Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,2,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,Arterial Highway,Arterial Highway,Divided,Div,Metro,Dry,Clear,1,0,47.0,,2014
228,228,144.03321473626963,-38.48036657129461,T20140023304,2014-11-10,23,Yes,Collision with a fixed object,Monday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Not at intersection,Fatal accident,80,Yes,Non-Intersection,SURF COAST,SOUTH WESTERN REGION,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Arterial Highway,Arterial Highway,Undivided,Undiv,Country,Dry,Clear,0,1,,25.0,2014
229,229,146.9003103563396,-38.16287577744795,T20140023311,2014-11-11,1,Yes,Vehicle overturned (no collision),Tuesday,OFF CARRIAGEWAY TO LEFT,No,Dark No street lights,Not at intersection,Fatal accident,100,Yes,Non-Intersection,WELLINGTON,EASTERN REGION,2,2,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,Yes,1,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Not known,0,1,,25.0,2014
230,230,143.38510951572354,-38.088499323708795,T20140022129,2014-10-26,0,Yes,Collision with vehicle,Sunday,HEAD ON (NOT OVERTAKING),No,Dark No street lights,Not at intersection,Fatal accident,100,No,Non-Intersection,CORANGAMITE,SOUTH WESTERN REGION,5,1,1,0,0,4,4,1,0,3,1,0,0,1,0,0,0,0,0,0,Yes,0,2,0,1,1,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,2,0,31.5,,2014
231,231,144.52866549700158,-38.01193947588188,T20140022135,2014-10-26,3,Yes,Collision with a fixed object,Sunday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Not at intersection,Fatal accident,100,Yes,Non-Intersection,GEELONG,SOUTH WESTERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,1,0,20.0,,2014
232,232,145.2203786000189,-37.95617123504629,T20140026788,2014-12-26,1,Yes,Collision with a fixed object,Friday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Not at intersection,Fatal accident,100,Yes,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Freeway,Freeway,Divided,Div,Metro,Wet,Raining,1,0,20.0,,2014
233,233,144.63536261692076,-38.22476370436177,T20150000805,2015-01-12,14,No,Collision with vehicle,Monday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Cross intersection,Fatal accident,100,No,Intersection,GEELONG,SOUTH WESTERN REGION,2,2,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country,Dry,Clear,1,1,31.0,67.0,2015
234,234,144.21311005530413,-38.12216951447367,T20150000811,2015-01-12,18,Yes,Collision with vehicle,Monday,HEAD ON (NOT OVERTAKING),No,Day,Not at intersection,Fatal accident,100,No,Non-Intersection,GOLDEN PLAINS,SOUTH WESTERN REGION,2,2,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Arterial Highway,Arterial Highway,Undivided,Undiv,Country,Dry,Clear,2,0,35.0,,2015
235,235,145.14930576884345,-37.954059360676425,T20140026914,2014-12-28,8,Yes,No collision and no object struck,Sunday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,Cross intersection,Fatal accident,50,No,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No,0,1,0,0,0,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,1,0,70.0,,2014
236,236,145.17141850364104,-37.841093821514576,T20140026552,2014-12-22,11,No,Collision with vehicle,Monday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,T intersection,Fatal accident,80,No,Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,3,2,1,1,0,1,1,2,0,1,2,0,0,0,0,0,0,0,1,0,No,0,3,0,3,0,0,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro,Dry,Clear,1,1,32.0,80.0,2014
237,237,145.65538889008317,-37.06522913624109,T20140024468,2014-11-25,18,Yes,Collision with a fixed object,Tuesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Not at intersection,Fatal accident,100,Yes,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Highway,Arterial Highway,Undivided,Undiv,Country,Dry,Clear,0,1,,67.0,2014
238,238,145.00243919178567,-37.85309147176253,T20140024841,2014-11-30,16,Yes,Struck Pedestrian,Sunday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Cross intersection,Fatal accident,60,No,Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Metro,Dry,Clear,1,0,62.0,,2014
239,239,145.04518079437457,-37.83290569933525,T20140023730,2014-11-16,17,Yes,Struck Pedestrian,Sunday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,No,Day,Not at intersection,Fatal accident,50,No,Non-Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,0,1,,52.0,2014
240,240,145.02288884795956,-37.83245087175728,T20140023786,2014-11-17,8,No,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Day,Not at intersection,Fatal accident,80,No,Non-Intersection,YARRA,METROPOLITAN NORTH WEST REGION,3,1,1,0,0,2,3,0,0,0,2,0,0,1,0,0,0,0,0,1,No,0,3,1,1,1,0,Freeway,Freeway,Divided,Div,Metro,Dry,Clear,3,0,42.0,,2014
241,241,144.95364146331977,-38.34239281585701,T20140023805,2014-11-17,13,No,Collision with vehicle,Monday,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,No,Day,Not at intersection,Fatal accident,100,No,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,3,3,2,1,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Freeway,Freeway,Divided,Div,Metro,Dry,Clear,2,0,35.5,,2014
242,242,144.95364146331977,-38.34239281585701,T20140023805,2014-11-17,13,No,Collision with vehicle,Monday,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,No,Day,Not at intersection,Fatal accident,100,No,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,3,3,2,1,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Freeway,Freeway,Divided,Div,Metro,Dry,Clear,2,0,35.5,,2014
243,243,144.74172732612908,-37.87231508535459,T20140023483,2014-11-13,8,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,Not at intersection,Fatal accident,100,No,Non-Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,5,1,1,0,0,4,4,1,0,0,5,0,0,0,0,0,0,0,0,0,No,0,5,3,2,0,0,Freeway,Freeway,Undivided,Undiv,Metro,Dry,Clear,4,1,51.75,47.0,2014
244,244,146.48780672455973,-38.27348866686617,T20140024632,2014-11-27,11,No,Collision with vehicle,Thursday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Cross intersection,Fatal accident,100,No,Intersection,LATROBE,EASTERN REGION,2,1,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,1,No,0,2,0,1,1,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,2,0,44.0,,2014
245,245,146.40967600599086,-36.061289743315584,T20140024637,2014-11-27,17,No,Collision with vehicle,Thursday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,T intersection,Fatal accident,100,No,Intersection,INDIGO,NORTH EASTERN REGION,2,1,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,Arterial Highway,"Arterial Highway,Arterial Other",Undivided,Undiv,Country,Dry,Clear,1,1,39.0,46.0,2014
246,246,145.58893294593696,-38.60836967681056,T20140024647,2014-11-28,2,Yes,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Not at intersection,Fatal accident,60,Yes,Non-Intersection,BASS COAST,EASTERN REGION,2,2,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,1,0,39.0,,2014
247,247,148.4579433048641,-37.7113791197646,T20140024717,2014-11-28,17,Yes,Collision with vehicle,Friday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,T intersection,Fatal accident,100,No,Intersection,EAST GIPPSLAND,EASTERN REGION,3,2,2,0,0,1,2,1,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,1,1,0,0,Freeway,"Freeway,Arterial Other",Undivided,Undiv,Country,Dry,Clear,2,0,43.0,,2014
248,248,148.4579433048641,-37.7113791197646,T20140024717,2014-11-28,17,Yes,Collision with vehicle,Friday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,T intersection,Fatal accident,100,No,Intersection,EAST GIPPSLAND,EASTERN REGION,3,2,2,0,0,1,2,1,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,1,1,0,0,Freeway,"Freeway,Arterial Other",Undivided,Undiv,Country,Dry,Clear,2,0,43.0,,2014
249,249,145.01545515778196,-37.84186310167023,T20140024744,2014-11-29,8,No,Collision with vehicle,Saturday,RIGHT THROUGH,No,Day,T intersection,Fatal accident,60,No,Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,3,1,1,0,0,2,2,1,0,0,2,0,0,1,0,0,0,0,0,0,Yes,0,3,1,1,1,0,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro,Dry,Clear,2,1,35.5,46.0,2014
250,250,146.46232871393195,-36.19816935111568,T20140024396,2014-11-24,21,Yes,Collision with vehicle,Monday,OTHER OVERTAKING MANOEUVRES NOT INCLUDED IN DCAs 150-154,No,Dark No street lights,Not at intersection,Fatal accident,110,No,Non-Intersection,WANGARATTA,NORTH EASTERN REGION,3,2,1,1,0,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,Freeway,Freeway,Divided,Div,Country,Wet,Clear,1,1,70.0,29.0,2014
251,251,145.14559694780917,-38.324076053681054,T20140024775,2014-11-29,15,Yes,Collision with vehicle,Saturday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Cross intersection,Fatal accident,90,No,Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,3,3,1,1,1,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro,Dry,Clear,2,0,28.5,,2014
252,252,144.21766156500112,-38.235108600362274,T20140024794,2014-11-30,0,Yes,Vehicle overturned (no collision),Sunday,OFF CARRIAGEWAY ON RIGHT BEND,No,Dark No street lights,Not at intersection,Fatal accident,100,Yes,Non-Intersection,SURF COAST,SOUTH WESTERN REGION,2,2,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,1,0,36.0,,2014
253,253,144.21766156500112,-38.235108600362274,T20140024794,2014-11-30,0,Yes,Vehicle overturned (no collision),Sunday,OFF CARRIAGEWAY ON RIGHT BEND,No,Dark No street lights,Not at intersection,Fatal accident,100,Yes,Non-Intersection,SURF COAST,SOUTH WESTERN REGION,2,2,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,1,0,36.0,,2014
254,254,146.64607730587014,-36.13390923629567,T20140022546,2014-10-30,22,Yes,Collision with a fixed object,Thursday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Not at intersection,Fatal accident,100,Yes,Non-Intersection,INDIGO,NORTH EASTERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,1,0,42.0,,2014
255,255,144.1177400320262,-38.21392602022488,T20140022144,2014-10-26,3,Yes,Collision with a fixed object,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Not at intersection,Fatal accident,80,Yes,Non-Intersection,SURF COAST,SOUTH WESTERN REGION,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,Yes,0,2,1,1,0,0,Arterial Highway,Arterial Highway,Divided,Div,Country,Dry,Clear,2,0,43.0,,2014
256,256,144.80480022361715,-38.378890832652715,T20140023365,2014-11-11,17,No,Struck Pedestrian,Tuesday,PED WALKING WITH TRAFFIC,No,Day,T intersection,Fatal accident,50,No,Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,0,1,,59.0,2014
257,257,145.4751601717197,-37.19576019739641,T20140022169,2014-10-26,11,No,Collision with vehicle,Sunday,HEAD ON (NOT OVERTAKING),No,Day,Not at intersection,Fatal accident,100,No,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,2,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,1,0,1,0,Arterial Highway,Arterial Highway,Undivided,Undiv,Country,Dry,Clear,1,1,52.0,31.0,2014
258,258,144.5675531656714,-37.6875770427989,T20140022182,2014-10-26,14,No,Collision with vehicle,Sunday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Cross intersection,Fatal accident,60,No,Intersection,MELTON,METROPOLITAN NORTH WEST REGION,2,2,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Metro,Dry,Clear,2,0,35.5,,2014
259,259,144.92783017180514,-37.82109902434917,T20140023044,2014-11-07,5,Yes,Collision with vehicle,Friday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Dusk/Dawn,Not at intersection,Fatal accident,60,No,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Metro,Dry,Clear,2,0,46.5,,2014
260,260,144.92616894882332,-37.759799887178566,T20140022651,2014-11-01,6,Yes,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dusk/Dawn,Not at intersection,Fatal accident,60,No,Non-Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Metro,Wet,Raining,1,0,45.0,,2014
261,261,146.1737500870313,-37.06899955329176,T20140023445,2014-11-12,11,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,Not at intersection,Fatal accident,100,No,Non-Intersection,MANSFIELD,NORTH EASTERN REGION,2,1,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,0,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,2,0,58.5,,2014
262,262,144.87128814641204,-36.22902757709952,T20140025904,2014-12-14,15,No,Collision with a fixed object,Sunday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Not at intersection,Fatal accident,100,Yes,Non-Intersection,CAMPASPE,NORTHERN REGION,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,0,1,,19.0,2014
263,263,145.63793831788274,-35.99909872990966,T20150002535,2015-02-05,10,No,Collision with vehicle,Thursday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Cross intersection,Fatal accident,100,No,Intersection,MOIRA,NORTH EASTERN REGION,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country,Dry,Clear,2,0,49.5,,2015
264,264,141.03530039174814,-37.526009583006505,T20150003299,2015-02-15,6,Yes,Collision with a fixed object,Sunday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Not at intersection,Fatal accident,100,Yes,Non-Intersection,GLENELG,SOUTH WESTERN REGION,5,5,3,2,0,0,3,2,0,4,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,1,0,39.0,,2015
265,265,141.03530039174814,-37.526009583006505,T20150003299,2015-02-15,6,Yes,Collision with a fixed object,Sunday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Not at intersection,Fatal accident,100,Yes,Non-Intersection,GLENELG,SOUTH WESTERN REGION,5,5,3,2,0,0,3,2,0,4,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,1,0,39.0,,2015
266,266,141.03530039174814,-37.526009583006505,T20150003299,2015-02-15,6,Yes,Collision with a fixed object,Sunday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Not at intersection,Fatal accident,100,Yes,Non-Intersection,GLENELG,SOUTH WESTERN REGION,5,5,3,2,0,0,3,2,0,4,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,1,0,39.0,,2015
267,267,145.06867057119547,-37.6983716253316,T20150003702,2015-02-20,9,No,Collision with vehicle,Friday,PULLING OUT (OVERTAKING),No,Day,T intersection,Fatal accident,50,No,Intersection,BANYULE,METROPOLITAN NORTH WEST REGION,4,1,1,0,0,3,2,2,0,2,1,0,0,1,0,0,0,0,0,0,No,1,2,0,1,1,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,1,1,35.0,28.0,2015
268,268,144.92880183313983,-37.78569081629996,T20150003710,2015-02-20,12,No,No collision and no object struck,Friday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,T intersection,Fatal accident,40,No,Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,1,0,43.0,,2015
269,269,143.00271493150132,-38.40246170629728,T20150002975,2015-02-11,3,Yes,Vehicle overturned (no collision),Wednesday,OFF CARRIAGEWAY ON LEFT BEND,No,Dark No street lights,Not at intersection,Fatal accident,100,Yes,Non-Intersection,CORANGAMITE,SOUTH WESTERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,1,0,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Fog,1,0,49.0,,2015
270,270,144.25254649244738,-36.71791414244478,T20150003377,2015-02-16,14,No,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Cross intersection,Fatal accident,50,No,Intersection,BENDIGO,NORTHERN REGION,2,1,1,0,0,1,0,2,0,0,1,1,0,0,0,0,0,1,0,0,No,0,1,0,1,0,0,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country,Dry,Clear,0,1,,71.0,2015
