,OBJECTID,ACCIDENT_NO,ACCIDENT_DATE,FD_FIRST_DATE_OF_YEAR,FD_YESTERDAY_DATE_OF_YEAR,INCLUDE_IN_EQUIVALENT_PERIOD,ACCIDENT_TIME,NODE_ID,PERSON_ID,SEX,AGE,ROAD_USER_TYPE,ROAD_USER_TYPE_DESC,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,NO_OF_VEHICLES,LGA_NAME,STAT_DIV_NAME,NODE_TYPE,NODE_TYPE_DESC,ROAD_NUM,ROAD_TYPE,X,Y,LOCATION_COUNT,yr
509,1995719,T20150002428,2015-02-04T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,15200,281625,B,M,29,4,Motorcyclists,1,Collision with vehicle,4,MELBOURNE,Melbourne - Inner,N,Non Intersection,9999,Non Declared Road,,,1,2015
511,1995721,T20150006719,2015-03-30T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,63300,287306,B,M,27,2,Drivers,1,Collision with vehicle,2,HUME,Melbourne - North West,N,Non Intersection,5439,Declared Road,,,1,2015
512,1995722,T20150004436,2015-03-01T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,212000,288067,A,M,47,4,Motorcyclists,4,Collision with a fixed object,1,STONNINGTON,Melbourne - Inner South,N,Non Intersection,2000,Declared Road,,,1,2015
513,1995723,T20150000262,2015-01-05T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,143500,287398,A,M,86,2,Drivers,1,Collision with vehicle,2,MOYNE,Country,N,Non Intersection,2500,Declared Road,,,1,2015
515,1995725,T20150000651,2015-01-10T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,142100,282727,A,M,41,4,Motorcyclists,4,Collision with a fixed object,1,MELTON,Melbourne - West,N,Non Intersection,9999,Non Declared Road,,,1,2015
516,1995726,T20150000673,2015-01-11T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,34800,279956,A,M,31,2,Drivers,4,Collision with a fixed object,1,MOYNE,Country,N,Non Intersection,4890,Declared Road,,,1,2015
518,1995728,T20180014631,2018-08-04T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,50000,337059,A,F,31,2,Drivers,1,Collision with vehicle,2,MELTON,Melbourne - West,N,Non Intersection,2520,Declared Road,,,1,2018
519,1995729,T20150000907,2015-01-13T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,233500,286544,A,M,22,2,Drivers,1,Collision with vehicle,2,SHEPPARTON,Country,N,Non Intersection,2590,Declared Road,,,1,2015
521,1995731,T20150010194,2015-05-14T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,183000,55833,A,M,78,2,Drivers,1,Collision with vehicle,2,CAMPASPE,Country,I,Intersection,2570,Declared Road,,,1,2015
522,1995732,T20150014262,2015-07-07T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,155500,291328,A,M,42,2,Drivers,4,Collision with a fixed object,1,COLAC OTWAY,Country,N,Non Intersection,2500,Declared Road,,,1,2015
524,1995734,T20150010651,2015-05-20T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,24000,289312,A,F,29,2,Drivers,4,Collision with a fixed object,1,MITCHELL,Country,N,Non Intersection,9999,Non Declared Road,,,1,2015
525,1995735,T20150010737,2015-05-20T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,194000,289481,A,M,40,2,Drivers,4,Collision with a fixed object,1,MITCHELL,Country,N,Non Intersection,2550,Declared Road,,,1,2015
526,1995736,T20150010795,2015-05-21T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,123000,289360,A,M,49,2,Drivers,1,Collision with vehicle,2,MANSFIELD,Country,N,Non Intersection,2720,Declared Road,,,1,2015
527,1995737,T20150011094,2015-05-25T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,134000,289504,A,M,55,2,Drivers,6,Vehicle overturned (no collision),1,CORANGAMITE,Country,N,Non Intersection,9999,Non Declared Road,,,1,2015
528,1995738,T20170001017,2017-01-17T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,160000,313002,A,F,79,2,Drivers,1,Collision with vehicle,2,LATROBE,Country,N,Non Intersection,2510,Declared Road,,,1,2017
529,1995739,T20160012494,2016-06-06T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,194000,304336,A,F,28,2,Drivers,3,Struck animal,2,BASS COAST,Country,N,Non Intersection,5697,Declared Road,,,1,2016
532,1995742,T20150012516,2015-06-13T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,2500,290368,A,M,38,2,Drivers,1,Collision with vehicle,2,BULOKE,Country,N,Non Intersection,2530,Declared Road,,,1,2015
536,1995746,T20150012062,2015-06-06T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,113000,68133,A,M,72,2,Drivers,1,Collision with vehicle,2,EAST GIPPSLAND,Country,I,Intersection,2510,Declared Road,,,2,2015
539,1995749,T20140018476,2014-09-05T00:00:00.000Z,2014-01-01T00:00:00.000Z,2014-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,203000,47285,A,M,21,2,Drivers,1,Collision with vehicle,3,MORELAND,Melbourne - North West,I,Intersection,9999,Non Declared Road,,,1,2014
540,1995750,T20150011461,2015-05-29T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,171000,43940,B,F,19,2,Drivers,1,Collision with vehicle,3,FRANKSTON,Melbourne - South East,I,Intersection,2230,Declared Road,,,1,2015
544,1995754,T20150013806,2015-06-30T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,172000,291041,A,M,18,2,Drivers,4,Collision with a fixed object,1,CARDINIA,Melbourne - South East,N,Non Intersection,9999,Non Declared Road,,,3,2015
545,1995755,T20170013970,2017-07-18T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,192500,15302,B,M,47,2,Drivers,1,Collision with vehicle,2,MACEDON RANGES,Country,I,Intersection,5821,Declared Road,,,1,2017
548,1995758,T20150014033,2015-07-03T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,153500,223918,A,M,65,2,Drivers,1,Collision with vehicle,2,MOIRA,Country,I,Intersection,9999,Non Declared Road,,,2,2015
549,1995759,T20160012962,2016-06-12T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,183000,304601,A,M,46,2,Drivers,4,Collision with a fixed object,1,MURRINDINDI,Country,N,Non Intersection,9999,Non Declared Road,,,1,2016
550,1995760,T20140001579,2014-01-24T00:00:00.000Z,2014-01-01T00:00:00.000Z,2014-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,110700,267193,A,F,56,2,Drivers,4,Collision with a fixed object,1,SOUTH GIPPSLAND,Country,N,Non Intersection,5916,Declared Road,,,1,2014
551,1995761,T20150014547,2015-07-11T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,210000,291496,A,M,51,2,Drivers,4,Collision with a fixed object,1,HORSHAM,Country,N,Non Intersection,9999,Non Declared Road,,,1,2015
552,1995762,T20150014842,2015-07-16T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,160000,175304,A,M,74,2,Drivers,5,Collision with some other object,1,EAST GIPPSLAND,Country,N,Non Intersection,2510,Declared Road,,,1,2015
553,1995763,T20150015013,2015-07-18T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,160000,292287,A,M,20,4,Motorcyclists,4,Collision with a fixed object,1,SOUTHERN GRAMPIANS,Country,N,Non Intersection,9999,Non Declared Road,,,1,2015
554,1995764,T20180003973,2018-03-01T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,233000,327592,A,M,37,2,Drivers,8,No collision and no object struck,1,FRANKSTON,Metro,N,Non Intersection,9999,Non Declared Road,,,1,2018
555,1995765,T20150015521,2015-07-25T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,84000,29421,A,M,28,2,Drivers,1,Collision with vehicle,5,WHITTLESEA,Melbourne - North East,I,Intersection,5000,Declared Road,,,1,2015
556,1995766,T20170009539,2017-05-15T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,84500,317344,A,M,21,2,Drivers,6,Vehicle overturned (no collision),1,BAW BAW,Country,N,Non Intersection,5529,Declared Road,,,1,2017
557,1995767,T20160008298,2016-04-16T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,1200,60599,B,M,81,2,Drivers,1,Collision with vehicle,2,BALLARAT,Ballarat,N,Non Intersection,2520,Declared Road,,,3,2016
558,1995768,T20180018740,2018-10-05T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,153000,338560,A,M,25,2,Drivers,4,Collision with a fixed object,1,BENALLA,Country,N,Non Intersection,9999,Non Declared Road,,,1,2018
559,1995769,T20160004266,2016-02-26T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,1500,300080,A,M,18,2,Drivers,4,Collision with a fixed object,1,MOIRA,Country,N,Non Intersection,9999,Non Declared Road,,,1,2016
560,1995770,T20150011545,2015-05-30T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,232300,289792,B,M,18,2,Drivers,4,Collision with a fixed object,1,HUME,Melbourne - North West,N,Non Intersection,9999,Non Declared Road,,,1,2015
563,1995773,T20170016683,2017-08-29T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,60100,323071,B,M,49,4,Motorcyclists,1,Collision with vehicle,2,MARIBYRNONG,Melbourne - West,N,Non Intersection,5822,Declared Road,,,1,2017
568,1995778,T20170021881,2017-11-17T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,10000,323728,A,M,18,2,Drivers,4,Collision with a fixed object,1,STONNINGTON,Melbourne - Inner South,N,Non Intersection,9999,Non Declared Road,,,1,2017
570,1995780,T20180008855,2018-05-10T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,114000,330280,A,M,83,2,Drivers,1,Collision with vehicle,2,WELLINGTON,Country,N,Non Intersection,9999,Non Declared Road,,,1,2018
571,1995781,T20150009234,2015-05-02T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,5000,288616,A,M,31,2,Drivers,4,Collision with a fixed object,1,GLENELG,Country,N,Non Intersection,5246,Declared Road,,,1,2015
572,1995782,T20150002720,2015-02-07T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,194000,281698,A,F,50,2,Drivers,4,Collision with a fixed object,1,MELTON,Melbourne - West,N,Non Intersection,9999,Non Declared Road,,,1,2015
574,1995784,T20150025270,2015-12-06T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,131500,296945,B,F,61,2,Drivers,1,Collision with vehicle,2,BENDIGO,Bendigo,N,Non Intersection,2590,Declared Road,,,2,2015
575,1995785,T20150009608,2015-05-07T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,44000,289001,A,M,75,2,Drivers,4,Collision with a fixed object,1,WYNDHAM,Melbourne - West,N,Non Intersection,9999,Non Declared Road,,,1,2015
577,1995787,T20150009749,2015-05-09T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,500,288930,A,M,19,2,Drivers,4,Collision with a fixed object,2,MARIBYRNONG,Melbourne - West,N,Non Intersection,5520,Declared Road,,,2,2015
578,1995788,T20150000392,2015-01-07T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,120500,280759,B,F,73,2,Drivers,1,Collision with vehicle,2,MURRINDINDI,Country,N,Non Intersection,2640,Declared Road,,,1,2015
581,1995791,T20150008803,2015-04-26T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,70000,288349,A,M,44,2,Drivers,4,Collision with a fixed object,1,GOLDEN PLAINS,Country,N,Non Intersection,4017,Declared Road,,,2,2015
583,1995793,T20150010091,2015-05-13T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,140000,289048,B,M,73,2,Drivers,1,Collision with vehicle,2,MURRINDINDI,Country,N,Non Intersection,5514,Declared Road,,,1,2015
584,1995794,T20150019796,2015-09-23T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,182000,294531,A,M,44,2,Drivers,4,Collision with a fixed object,1,MURRINDINDI,Melbourne - Outer East,N,Non Intersection,5791,Declared Road,,,1,2015
585,1995795,T20150016704,2015-08-11T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,94000,292672,A,M,67,2,Drivers,4,Collision with a fixed object,1,MACEDON RANGES,Country,N,Non Intersection,9999,Non Declared Road,,,1,2015
587,1995797,T20140009046,2014-05-02T00:00:00.000Z,2014-01-01T00:00:00.000Z,2014-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,64400,270802,B,M,21,2,Drivers,1,Collision with vehicle,4,GOLDEN PLAINS,Ballarat,N,Non Intersection,2670,Declared Road,,,1,2014
588,1995798,T20180009962,2018-05-26T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,54500,340984,A,M,50,2,Drivers,4,Collision with a fixed object,1,SOUTH GIPPSLAND,Country,N,Non Intersection,2580,Declared Road,,,1,2018
591,1995801,T20160015488,2016-07-16T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,45500,221487,A,M,32,2,Drivers,1,Collision with vehicle,2,MORELAND,Melbourne - North West,I,Intersection,5500,Declared Road,,,1,2016
593,1995803,T20160018684,2016-08-26T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,115000,45057,B,M,25,4,Motorcyclists,1,Collision with vehicle,2,HUME,Melbourne - North West,I,Intersection,5439,Declared Road,,,1,2016
594,1995804,T20150015985,2015-07-31T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,152200,292337,C,M,30,2,Drivers,1,Collision with vehicle,3,WHITTLESEA,Melbourne - North East,N,Non Intersection,9999,Non Declared Road,,,1,2015
596,1995806,T20150018968,2015-09-12T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,73500,293872,B,M,39,2,Drivers,1,Collision with vehicle,3,CASEY,Melbourne - South East,N,Non Intersection,7017,Declared Road,,,1,2015
597,1995807,T20150019048,2015-09-13T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,151000,293881,C,F,87,2,Drivers,1,Collision with vehicle,3,SURF COAST,Country,N,Non Intersection,2190,Declared Road,,,1,2015
600,1995810,T20170019730,2017-10-16T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,170800,234393,A,F,49,2,Drivers,1,Collision with vehicle,2,LATROBE,Country,I,Intersection,9999,Non Declared Road,,,1,2017
601,1995811,T20150019786,2015-09-23T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,185700,44713,A,M,31,4,Motorcyclists,1,Collision with vehicle,2,BANYULE,Melbourne - North East,I,Intersection,5811,Declared Road,,,1,2015
602,1995812,T20150019860,2015-09-24T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,190000,294280,A,M,43,2,Drivers,4,Collision with a fixed object,1,MOIRA,Country,N,Non Intersection,5397,Declared Road,,,1,2015
604,1995814,T20160026128,2016-12-03T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,231500,313994,A,M,21,2,Drivers,4,Collision with a fixed object,1,MELTON,Melbourne - West,N,Non Intersection,9999,Non Declared Road,,,1,2016
605,1995815,T20170001579,2017-01-25T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,185000,51143,B,M,24,2,Drivers,1,Collision with vehicle,2,SHEPPARTON,Country,I,Intersection,2590,Declared Road,,,1,2017
606,1995816,T20150020578,2015-10-05T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,105500,294832,A,M,80,2,Drivers,1,Collision with vehicle,2,SHEPPARTON,Country,I,Intersection,5414,Declared Road,,,1,2015
607,1995817,T20150025949,2015-12-14T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,115000,297256,A,M,18,2,Drivers,1,Collision with vehicle,2,MACEDON RANGES,Country,N,Non Intersection,5389,Declared Road,,,1,2015
608,1995818,T20150020725,2015-10-07T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,70000,197280,B,F,53,4,Motorcyclists,1,Collision with vehicle,2,EAST GIPPSLAND,Country,N,Non Intersection,2510,Declared Road,,,1,2015
609,1995819,T20150020738,2015-10-07T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,124000,294760,A,F,26,2,Drivers,1,Collision with vehicle,2,NORTHERN GRAMPIANS,Country,N,Non Intersection,2520,Declared Road,,,1,2015
610,1995820,T20180018580,2018-10-03T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,92000,337071,A,M,33,2,Drivers,4,Collision with a fixed object,1,BENALLA,Country,N,Non Intersection,9999,Non Declared Road,,,1,2018
612,1995822,T20150021973,2015-10-24T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,5500,29435,B,M,25,2,Drivers,1,Collision with vehicle,3,BRIMBANK,Melbourne - West,I,Intersection,2040,Declared Road,,,1,2015
615,1995825,T20150022391,2015-10-29T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,72500,295768,A,M,50,4,Motorcyclists,4,Collision with a fixed object,3,DANDENONG,Melbourne - South East,N,Non Intersection,9999,Non Declared Road,,,1,2015
616,1995826,T20150022488,2015-10-30T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,122700,58422,A,F,92,2,Drivers,1,Collision with vehicle,2,MOIRA,Country,I,Intersection,9999,Non Declared Road,,,1,2015
618,1995828,T20170015532,2017-08-11T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,62500,320274,A,M,52,2,Drivers,4,Collision with a fixed object,1,MOIRA,Country,N,Non Intersection,9999,Non Declared Road,,,1,2017
620,1995830,T20150023154,2015-11-08T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,164500,296074,A,F,19,2,Drivers,1,Collision with vehicle,2,HORSHAM,Country,N,Non Intersection,2520,Declared Road,,,1,2015
623,1995833,T20150023600,2015-11-14T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,210000,296104,A,M,38,2,Drivers,4,Collision with a fixed object,1,MOORABOOL,Ballarat,N,Non Intersection,9999,Non Declared Road,,,1,2015
624,1995834,T20170012887,2017-07-02T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,71800,320339,A,M,29,4,Motorcyclists,4,Collision with a fixed object,1,DANDENONG,Melbourne - South East,N,Non Intersection,2050,Declared Road,,,1,2017
628,1995838,T20150024295,2015-11-24T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,140000,40317,A,M,61,4,Motorcyclists,1,Collision with vehicle,3,STONNINGTON,Melbourne - Inner South,I,Intersection,5898,Declared Road,,,1,2015
